Protein IDs,Majority_protein_IDs,Protein names,Gene names,Fasta headers,APC1-1,APC1-2,APC1-3,BRE2-1,BRE2-2,BRE2-3,BY4741-1,BY4741-2,BY4741-3,CCR4-1,CCR4-2,CCR4-3,NOT3-1,NOT3-2,NOT3-3,ORM1-1,ORM1-2,ORM1-3,ORM2-1,ORM2-2,ORM2-3
P22138,P22138,DNA-directed RNA polymerase I subunit RPA135,RPA135,>sp|P22138|RPA2_YEAST DNA-directed RNA polymerase I subunit RPA135 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPA135 PE=1 SV=1,23,16,16,19,21,23,11,14,13,18,17,14,16,19,15,12,7,14,8,12,11
P22139,P22139,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",RPB10,">sp|P22139|RPAB5_YEAST DNA-directed RNA polymerases I, II, and III subunit RPABC5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB10 PE=1 SV=2",1,0,3,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
P22141,P22141,Proteasome subunit beta type-4,PRE1,>sp|P22141|PSB4_YEAST Proteasome subunit beta type-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE1 PE=1 SV=2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
P22146,P22146,"1,3-beta-glucanosyltransferase GAS1",GAS1,">sp|P22146|GAS1_YEAST 1,3-beta-glucanosyltransferase GAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAS1 PE=1 SV=2",2,3,2,3,2,4,1,0,1,0,0,0,0,0,0,1,0,2,1,0,1
P22147,P22147,5-3 exoribonuclease 1,XRN1,>sp|P22147|XRN1_YEAST 5-3 exoribonuclease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=XRN1 PE=1 SV=1,22,19,21,50,42,43,36,34,36,17,14,20,21,24,25,24,13,28,23,29,29
P22149,P22149,Iron-regulated transcriptional activator AFT1,AFT1,>sp|P22149|AFT1_YEAST Iron-regulated transcriptional activator AFT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AFT1 PE=1 SV=2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P22202,P22202,Heat shock protein SSA4,SSA4,>sp|P22202|HSP74_YEAST Heat shock protein SSA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSA4 PE=1 SV=3,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,1,1,2,0
P22204,P22204,Cell cycle protein kinase DBF2,DBF2,>sp|P22204|DBF2_YEAST Cell cycle protein kinase DBF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBF2 PE=1 SV=3,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
P22209,P22209,Serine/threonine-protein kinase KIN3,KIN3,>sp|P22209|KIN3_YEAST Serine/threonine-protein kinase KIN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KIN3 PE=3 SV=2,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,1,2,1
P22211,P22211,Nitrogen permease reactivator protein,NPR1,>sp|P22211|NPR1_YEAST Nitrogen permease reactivator protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPR1 PE=1 SV=2,1,0,1,1,1,2,2,2,2,1,0,2,0,0,0,1,0,0,0,2,0
P22214,P22214,Protein transport protein SEC22,SEC22,>sp|P22214|SEC22_YEAST Protein transport protein SEC22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC22 PE=1 SV=1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
P22224,P22224,Exocyst complex component SEC15,SEC15,>sp|P22224|SEC15_YEAST Exocyst complex component SEC15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC15 PE=1 SV=2,0,0,0,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0
P22276,P22276,DNA-directed RNA polymerase III subunit RPC2,RET1,>sp|P22276|RPC2_YEAST DNA-directed RNA polymerase III subunit RPC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RET1 PE=1 SV=2,4,2,4,1,3,1,2,1,4,3,5,3,4,3,3,2,0,1,1,2,0
P22336,P22336,Replication factor A protein 1,RFA1,>sp|P22336|RFA1_YEAST Replication factor A protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA1 PE=1 SV=1,0,0,0,0,1,2,0,1,0,1,2,1,0,1,1,0,0,0,0,2,0
P22353,P22353,"54S ribosomal protein L8, mitochondrial",MRPL8,">sp|P22353|RM08_YEAST 54S ribosomal protein L8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL8 PE=1 SV=4",1,1,0,1,2,2,1,1,2,0,0,0,0,0,0,0,1,3,1,0,2
P22354,P22354,"54S ribosomal protein L20, mitochondrial",MRPL20,">sp|P22354|RM20_YEAST 54S ribosomal protein L20, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL20 PE=1 SV=2",2,1,0,2,3,4,3,4,4,1,0,3,0,1,1,5,3,3,2,2,5
P22470,P22470,Protein SAN1,SAN1,>sp|P22470|SAN1_YEAST Protein SAN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAN1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22515,P22515,Ubiquitin-activating enzyme E1 1,UBA1,>sp|P22515|UBA1_YEAST Ubiquitin-activating enzyme E1 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBA1 PE=1 SV=2,1,1,1,1,2,1,2,2,1,0,0,1,0,0,0,1,0,2,1,0,1
P22517,P22517,Calcium/calmodulin-dependent protein kinase II,CMK2,>sp|P22517|KCC2_YEAST Calcium/calmodulin-dependent protein kinase II OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CMK2 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
P22543,P22543,Phosphatidylinositol 3-kinase VPS34,VPS34,>sp|P22543|VPS34_YEAST Phosphatidylinositol 3-kinase VPS34 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS34 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22579,P22579,Transcriptional regulatory protein SIN3,SIN3,>sp|P22579|SIN3_YEAST Transcriptional regulatory protein SIN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIN3 PE=1 SV=2,2,0,0,1,1,3,2,1,1,1,1,0,1,0,1,0,0,2,0,1,1
P22696,P22696,Peptidyl-prolyl cis-trans isomerase ESS1,ESS1,>sp|P22696|ESS1_YEAST Peptidyl-prolyl cis-trans isomerase ESS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESS1 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22803;P22217,P22803,Thioredoxin-2;Thioredoxin-1,TRX2;TRX1,>sp|P22803|TRX2_YEAST Thioredoxin-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX2 PE=1 SV=3;>sp|P22217|TRX1_YEAST Thioredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX1 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22936,P22936,DNA-(apurinic or apyrimidinic site) lyase 1,APN1,>sp|P22936|APN1_YEAST DNA-(apurinic or apyrimidinic site) lyase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APN1 PE=1 SV=4,0,0,1,3,3,2,1,1,2,1,2,0,1,1,1,1,0,0,1,1,1
P23201,P23201,Protein SPA2,SPA2,>sp|P23201|SPA2_YEAST Protein SPA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPA2 PE=1 SV=1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
P23248,P23248,40S ribosomal protein S1-B,RPS1B,>sp|P23248|RS3A2_YEAST 40S ribosomal protein S1-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS1B PE=1 SV=3,42,24,38,46,46,45,34,33,38,23,24,28,26,31,27,28,19,32,32,22,27
P23250,P23250,Negative RAS protein regulator protein,RPI1,>sp|P23250|RPI1_YEAST Negative RAS protein regulator protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPI1 PE=1 SV=2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P23254,P23254,Transketolase 1,TKL1,>sp|P23254|TKT1_YEAST Transketolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TKL1 PE=1 SV=4,5,0,2,4,3,3,6,4,4,1,2,1,1,2,1,5,3,2,3,3,4
P23255,P23255,Transcription initiation factor TFIID subunit 2,TAF2,>sp|P23255|TAF2_YEAST Transcription initiation factor TFIID subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF2 PE=1 SV=3,1,0,1,2,2,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
P23291,P23291,Casein kinase I homolog 1,YCK1,>sp|P23291|KC11_YEAST Casein kinase I homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCK1 PE=1 SV=1,6,3,6,5,4,5,5,5,4,6,5,5,6,6,5,3,0,3,2,1,4
P23292,P23292,Casein kinase I homolog 2,YCK2,>sp|P23292|KC12_YEAST Casein kinase I homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCK2 PE=1 SV=1,3,3,5,2,3,3,2,2,5,5,5,2,2,2,2,1,1,2,1,0,2
P23293;P32581,P23293,Serine/threonine-protein kinase BUR1,SGV1,>sp|P23293|BUR1_YEAST Serine/threonine-protein kinase BUR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGV1 PE=1 SV=1,5,3,3,8,10,8,5,5,5,4,4,2,2,4,3,2,0,2,2,2,2
P23301;P19211,P23301,Eukaryotic translation initiation factor 5A-1,HYP2,>sp|P23301|IF5A1_YEAST Eukaryotic translation initiation factor 5A-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HYP2 PE=1 SV=3,15,4,15,13,12,13,11,10,12,11,12,12,11,11,9,8,5,4,5,3,7
P23337,P23337,Glycogen [starch] synthase isoform 1,GSY1,>sp|P23337|GYS1_YEAST Glycogen [starch] synthase isoform 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GSY1 PE=1 SV=3,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,1,1,1,1
P23369,P23369,"54S ribosomal protein L25, mitochondrial",MRPL25,">sp|P23369|RM25_YEAST 54S ribosomal protein L25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL25 PE=1 SV=2",0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,2,0,1,1,1,1
P23394,P23394,Pre-mRNA-splicing ATP-dependent RNA helicase PRP28,PRP28,>sp|P23394|PRP28_YEAST Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP28 PE=1 SV=2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P23542,P23542,"Aspartate aminotransferase, cytoplasmic",AAT2,">sp|P23542|AATC_YEAST Aspartate aminotransferase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AAT2 PE=1 SV=3",0,0,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
P23561,P23561,Serine/threonine-protein kinase STE11,STE11,>sp|P23561|STE11_YEAST Serine/threonine-protein kinase STE11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE11 PE=1 SV=3,1,0,0,2,2,0,0,0,1,2,1,3,2,0,2,1,0,1,1,1,1
P23585,P23585,High-affinity glucose transporter HXT2,HXT2,>sp|P23585|HXT2_YEAST High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,2
P23615,P23615,Transcription elongation factor SPT6,SPT6,>sp|P23615|SPT6_YEAST Transcription elongation factor SPT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPT6 PE=1 SV=1,8,3,7,9,6,6,9,7,7,7,9,9,11,11,5,10,3,5,6,5,6
P23638,P23638,Proteasome subunit alpha type-3,PRE9,>sp|P23638|PSA3_YEAST Proteasome subunit alpha type-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE9 PE=1 SV=1,1,0,1,0,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0
P23639,P23639,Proteasome subunit alpha type-2,PRE8,>sp|P23639|PSA2_YEAST Proteasome subunit alpha type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE8 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P23641,P23641,Mitochondrial phosphate carrier protein,MIR1,>sp|P23641|MPCP_YEAST Mitochondrial phosphate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIR1 PE=1 SV=1,4,4,7,5,4,5,8,7,7,5,7,5,4,3,5,8,8,8,6,6,6
P23642,P23642,Mannan polymerase I complex VAN1 subunit,VAN1,>sp|P23642|VAN1_YEAST Mannan polymerase I complex VAN1 subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VAN1 PE=1 SV=3,1,1,2,1,1,2,1,0,2,1,1,2,0,1,0,0,1,2,1,1,0
P23644,P23644,Mitochondrial import receptor subunit TOM40,TOM40,>sp|P23644|TOM40_YEAST Mitochondrial import receptor subunit TOM40 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOM40 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P23724,P23724,Proteasome subunit beta type-6,PRE7,>sp|P23724|PSB6_YEAST Proteasome subunit beta type-6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRE7 PE=1 SV=1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
P23900,P23900,Glycerol uptake/efflux facilitator protein,FPS1,>sp|P23900|FPS1_YEAST Glycerol uptake/efflux facilitator protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FPS1 PE=1 SV=2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P24000,P24000,60S ribosomal protein L24-B,RPL24B,>sp|P24000|RL24B_YEAST 60S ribosomal protein L24-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL24B PE=1 SV=1,12,11,15,14,14,15,15,13,13,16,11,14,13,16,14,12,7,11,14,11,11
P24004,P24004,Peroxisomal ATPase PEX1,PEX1,>sp|P24004|PEX1_YEAST Peroxisomal ATPase PEX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX1 PE=1 SV=2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P24276,P24276,Protein SSD1,SSD1,>sp|P24276|SSD1_YEAST Protein SSD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSD1 PE=1 SV=1,10,9,11,17,18,14,11,10,10,6,9,5,6,8,7,5,6,4,8,8,3
P24279,P24279,DNA replication licensing factor MCM3,MCM3,>sp|P24279|MCM3_YEAST DNA replication licensing factor MCM3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCM3 PE=1 SV=1,2,0,3,7,3,4,3,3,1,6,2,4,2,2,2,1,2,0,1,0,0
P24280,P24280,SEC14 cytosolic factor,SEC14,>sp|P24280|SEC14_YEAST SEC14 cytosolic factor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC14 PE=1 SV=3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24384,P24384,Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22,PRP22,>sp|P24384|PRP22_YEAST Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP22 PE=1 SV=1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24583,P24583,Protein kinase C-like 1,PKC1,>sp|P24583|KPC1_YEAST Protein kinase C-like 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PKC1 PE=1 SV=3,6,2,5,6,6,5,4,8,6,4,6,4,4,2,3,2,0,3,4,3,5
P24783,P24783,ATP-dependent RNA helicase DBP2,DBP2,>sp|P24783|DBP2_YEAST ATP-dependent RNA helicase DBP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP2 PE=1 SV=1,28,15,29,42,49,43,32,35,26,20,17,20,23,17,18,35,17,34,26,24,32
P24784,P24784,ATP-dependent RNA helicase DBP1,DBP1,>sp|P24784|DBP1_YEAST ATP-dependent RNA helicase DBP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24813,P24813,AP-1-like transcription activator YAP2,CAD1,>sp|P24813|YAP2_YEAST AP-1-like transcription activator YAP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAD1 PE=1 SV=2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
P25037,P25037,Ubiquitin carboxyl-terminal hydrolase 1,UBP1,>sp|P25037|UBP1_YEAST Ubiquitin carboxyl-terminal hydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP1 PE=1 SV=2,0,0,1,1,1,2,2,2,1,2,0,0,0,0,1,0,0,0,0,0,1
P25038,P25038,"Translation initiation factor IF-2, mitochondrial",IFM1,">sp|P25038|IF2M_YEAST Translation initiation factor IF-2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IFM1 PE=1 SV=2",0,1,0,1,1,1,2,3,1,0,0,0,0,0,1,2,2,2,4,1,2
P25040,P25040,20S rRNA accumulation protein 4,TSR4,>sp|P25040|TSR4_YEAST 20S rRNA accumulation protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TSR4 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25043,P25043,Proteasome subunit beta type-2,PUP1,>sp|P25043|PSB2_YEAST Proteasome subunit beta type-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUP1 PE=1 SV=1,0,0,0,1,0,0,4,3,1,0,0,1,0,0,1,0,0,0,0,0,1
P25044,P25044,Tyrosine-protein phosphatase 1,PTP1,>sp|P25044|PTP1_YEAST Tyrosine-protein phosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTP1 PE=1 SV=1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25045,P25045,Serine palmitoyltransferase 1,LCB1,>sp|P25045|LCB1_YEAST Serine palmitoyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LCB1 PE=1 SV=2,1,0,0,3,3,3,2,0,1,2,1,1,2,3,2,0,0,0,0,0,1
P25087,P25087,Sterol 24-C-methyltransferase,ERG6,>sp|P25087|ERG6_YEAST Sterol 24-C-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG6 PE=1 SV=4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25270,P25270,"rRNA methyltransferase, mitochondrial",MRM1,">sp|P25270|MRM1_YEAST rRNA methyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRM1 PE=1 SV=2",0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
P25293,P25293,Nucleosome assembly protein,NAP1,>sp|P25293|NAP1_YEAST Nucleosome assembly protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NAP1 PE=1 SV=2,2,3,2,4,3,5,6,4,4,3,3,3,3,2,1,2,2,3,5,2,3
P25294,P25294,Protein SIS1,SIS1,>sp|P25294|SIS1_YEAST Protein SIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIS1 PE=1 SV=1,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1
P25297,P25297,Inorganic phosphate transporter PHO84,PHO84,>sp|P25297|PHO84_YEAST Inorganic phosphate transporter PHO84 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHO84 PE=1 SV=2,13,5,11,11,11,12,7,7,7,9,8,8,11,10,8,5,4,7,8,6,6
P25298,P25298,mRNA 3-end-processing protein RNA14,RNA14,>sp|P25298|RNA14_YEAST mRNA 3-end-processing protein RNA14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNA14 PE=1 SV=2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25302,P25302,Regulatory protein SWI4,SWI4,>sp|P25302|SWI4_YEAST Regulatory protein SWI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWI4 PE=1 SV=2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
P25303,P25303,DnaJ-related protein SCJ1,SCJ1,>sp|P25303|SCJ1_YEAST DnaJ-related protein SCJ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCJ1 PE=1 SV=2,1,0,1,1,2,0,0,0,0,0,0,2,1,2,1,0,0,0,1,0,0
P25333,P25333,Serine/threonine-protein kinase HAL4/SAT4,SAT4,>sp|P25333|HAL4_YEAST Serine/threonine-protein kinase HAL4/SAT4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAT4 PE=1 SV=1,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
P25337,P25337,Pre-mRNA-splicing factor BUD31,BUD31,>sp|P25337|BUD31_YEAST Pre-mRNA-splicing factor BUD31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD31 PE=1 SV=1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P25339,P25339,Pumilio homology domain family member 4,PUF4,>sp|P25339|PUF4_YEAST Pumilio homology domain family member 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUF4 PE=1 SV=2,2,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0
P25340,P25340,Delta(24(24(1)))-sterol reductase,ERG4,>sp|P25340|ERG4_YEAST Delta(24(24(1)))-sterol reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG4 PE=1 SV=2,1,2,1,1,3,1,2,2,2,0,0,1,1,1,1,0,0,1,0,1,0
P25342,P25342,Cell division control protein 10,CDC10,>sp|P25342|CDC10_YEAST Cell division control protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC10 PE=1 SV=1,3,0,5,3,2,2,4,4,2,2,2,2,4,1,3,0,0,0,0,0,0
P25343,P25343,Reduced viability upon starvation protein 161,RVS161,>sp|P25343|RV161_YEAST Reduced viability upon starvation protein 161 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVS161 PE=1 SV=1,4,0,3,6,4,3,2,2,2,0,2,0,1,4,0,1,0,2,2,1,4
P25344,P25344,Protein STE50,STE50,>sp|P25344|STE50_YEAST Protein STE50 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE50 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25348,P25348,"54S ribosomal protein L32, mitochondrial",MRPL32,">sp|P25348|RM32_YEAST 54S ribosomal protein L32, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL32 PE=1 SV=1",1,0,0,2,2,1,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
P25349,P25349,Flavoprotein-like protein YCP4,YCP4,>sp|P25349|YCP4_YEAST Flavoprotein-like protein YCP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCP4 PE=1 SV=1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P25355,P25355,Copper transport protein 86,CTR86,>sp|P25355|CTR86_YEAST Copper transport protein 86 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CTR86 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25357,P25357,Probable DNA-binding protein SNT1,SNT1,>sp|P25357|SNT1_YEAST Probable DNA-binding protein SNT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNT1 PE=1 SV=2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0
P25358,P25358,Elongation of fatty acids protein 2,FEN1,>sp|P25358|ELO2_YEAST Elongation of fatty acids protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FEN1 PE=1 SV=1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
P25359,P25359,Exosome complex component RRP43,RRP43,>sp|P25359|RRP43_YEAST Exosome complex component RRP43 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP43 PE=1 SV=2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
P25361,P25361,Uncharacterized protein YCR043C,,>sp|P25361|YCT3_YEAST Uncharacterized protein YCR043C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCR043C PE=1 SV=1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P25366,P25366,Protein OCA4,OCA4,>sp|P25366|OCA4_YEAST Protein OCA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OCA4 PE=1 SV=1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25367,P25367,[PIN+] prion protein RNQ1,RNQ1,>sp|P25367|RNQ1_YEAST [PIN+] prion protein RNQ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RNQ1 PE=1 SV=2,1,1,2,2,0,0,1,1,0,4,4,2,2,2,3,0,1,1,0,0,1
P25368,P25368,Ribosomal RNA-processing protein 7,RRP7,>sp|P25368|RRP7_YEAST Ribosomal RNA-processing protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRP7 PE=1 SV=1,4,1,4,5,7,3,5,3,4,2,1,3,1,2,2,0,1,0,0,0,2
